course_id,course,city,state,street,zip_code,lng,lat,hole,public_private,golf_season,beg_mnth,end_mnth,championship_par,championship_yards,championship_slope,championship_usga,middle_par,middle_yards,middle_slope,middle_usga,forward_par,forward_yards,forward_slope,forward_usga,phone,architect,year_built,guest_policy,credit_card,range,rental_club,pro_in_House,metal_spikes_okay,weekday,weekend,tee_time_welcomed,rental_cart_available
8107,Terrace National Golf Club,Staples,Minnesota,County Rd 30,56479,-94.8164001,46.3903005,18,Public,Open: 4/01 Closed: 11/01,4,10,72,6571,130,71.60,72,6219,127,70.00,72,5096,119,69.20,(218) 894-9907,Joel Goldstrand,1971,Open,"VISA, MasterCard Welcomed",Yes,Yes,No,Yes,$,$,Yes,Yes
8112,Applewood Hills Golf Course,Stillwater,Minnesota,11840 60th St No,55082,-92.86748999999999,45.037065,18,Public,Open: 4/01 Closed: 10/31,4,10,62,4180,92,59.10,62,3890,91,58.20,62,3510,94,59.10,(651) 439-7276,Neil Wilson,1994,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
8113,Indian Hills Golf Course,Stillwater,Minnesota,6667 Keats Ave No,55082,-92.899366,45.044386,18,Private,Open: 4/01 Closed: 11/01,4,10,72,6751,126,72.60,72,6416,122,70.90,74,5711,128,73.20,(651) 770-2366,Don Herfort,1971,Reciprocal,None,Yes,Yes,Yes,No,$,$,Yes,Yes
8114,Eighteen at Oak Glen Country Club,Stillwater,Minnesota,1599 McKusick Rd,55082,-92.83040160000002,45.07072400000001,18,Public,Open: 4/01 Closed: 11/01,4,10,72,6574,131,72.40,72,6310,128,71.30,72,5626,130,73.40,(651) 439-6963,Don Herfort,1983,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Yes
8115,Sawmill Golf Club,Stillwater,Minnesota,11177 N McKusick Rd,55082,-92.8821945,45.0784452,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,70,6410,123,71.30,70,5837,118,68.50,71,4926,122,66.80,(651) 439-7862,Dan Pohl,1984,Open,"VISA, MasterCard, Amex Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
8116,Stillwater Country Club,Stillwater,Minnesota,1421 N 4th St,55082,-92.8112845,45.0685252,18,Private,Open: 4/01 Closed: 11/01,4,10,72,6672,130,72.90,72,6451,128,71.90,72,5334,133,73.70,(651) 439-7992,Paul N. Coates,1957,Closed,None,No,Yes,Yes,No,$,$$,No,Yes
8121,Deer Run Golf Club,Victoria,Minnesota,8661 Deer Run Dr,55386,-93.65845,44.846133,18,Public,Open: 4/01 Closed: 10/31,4,10,71,6265,122,70.50,71,6075,120,69.60,71,5541,121,72.10,(612) 443-2351,Bill Maple,1989,Open,"VISA, MasterCard, Discover Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
8124,Island View Golf Club,Waconia,Minnesota,9150 Island View Rd,55387,-93.75164989999999,44.8624152,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,72,6552,129,71.50,72,6252,126,70.10,72,5382,124,71.00,(612) 442-6116,,1962,Open,None,Yes,Yes,Yes,No,$,$,Yes,Yes
8125,Wadena Golf Club,Wadena,Minnesota,Hwy 71,56482,-95.09574549999999,46.7498494,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,72,6654,119,70.80,72,6339,116,69.30,72,5266,113,69.00,(218) 631-7718,Joel Goldstrand,1996,Open,"VISA, Discover Welcomed",Yes,Yes,No,Yes,$,$,Yes,Yes
8127,Tianna Country Club,Walker,Minnesota,S Hwy 34,56484,-94.5868852,47.1013428,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,72,6550,127,72.00,72,6323,125,71.00,74,5425,124,72.00,(218) 547-1712,Ernest Tardiff & William Kidd,1925,Open,"VISA, MasterCard, Amex, Discover Welcomed",Yes,Yes,No,Yes,$,$,Yes,Yes
8129,Warroad Estates Golf Course,Warroad,Minnesota,201 Birch Dr No,56763,-95.3322419,48.9404704,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,72,6942,128,74.30,72,6205,123,71.60,73,5455,121,72.00,(218) 386-2025,,1979,Open,"VISA, MasterCard Welcomed",No,Yes,Yes,Yes,$,$,Yes,Yes
8130,Waseca Lakeside Golf Club,Waseca,Minnesota,37160 Clear Lake Dr,56093,-93.4814648,44.09894999999999,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,71,6029,118,68.90,71,5823,116,67.90,71,5060,115,69.00,(507) 835-2574,,1969,Open,None,Yes,Yes,Yes,No,$,$,Yes,Yes
8131,River's Edge Country Club,Watertown,Minnesota,1455 County Rd 27,55388,-93.8302513,44.9751881,9,Public,Open: 4/01 Closed: 11/01,4,10,36,2809,123,33.60,36,2743,112,33.30,36,2287,111,33.20,(612) 955-2223,,,Open,"VISA, MasterCard Welcomed",No,Yes,Yes,No,$,$,Yes,Yes
8132,Timber Creek Golf Course,Watertown,Minnesota,9750 County Rd 24,55388,-93.77125799999999,44.952806,18,Public,Open: 4/01 Closed: 11/01,4,10,72,6568,130,71.60,72,6221,126,70.10,72,5421,125,71.00,(612) 955-3600,Tim Oconor,1985,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
8133,Wayzata Country Club,Wayzata,Minnesota,200 W Wayzata Blvd,55391,-93.5304855,44.9775198,18,Private,Open: 4/15 Closed: 11/01,4,10,72,6932,138,74.80,72,6660,136,73.40,72,5734,127,72.90,(612) 475-9769,Robert B. Harris,1958,Closed,None,Yes,Yes,Yes,No,$$,$$,Yes,Yes
8134,Woodhill Country Club,Wayzata,Minnesota,200 Woodhill Rd,55391,-93.5456758,44.9752348,18,Private,Open: 4/01 Closed: 11/01,4,10,71,6575,131,72.40,71,6363,129,71.60,72,5601,129,73.50,(612) 473-5024,Donald Ross,1915,Closed,None,Yes,Yes,Yes,No,$$,$$,Yes,Yes
8137,Thompson Oaks Golf Course,West Saint Paul,Minnesota,1555 Oakdale Ave,55118,-93.07201289999999,44.8993802,9,Public,Open: 4/01 Closed: 10/31,4,10,29,1675,87,28.80,29,1577,85,28.20,29,1252,77,26.40,(651) 457-6064,David Kirscht,1997,Open,None,No,Yes,No,Yes,$,$,Yes,No
8138,Southview Country Club,West Saint Paul,Minnesota,239 E Mendota Rd,55118,-93.07395269999999,44.8846272,18,Private,Open: 4/01 Closed: 11/01,4,10,71,6394,130,71.40,71,6119,128,70.50,73,5631,128,73.50,(651) 451-6856,,1919,Closed,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$$,$$,Yes,Yes
8140,Oneka Ridge Golf Course,White Bear Lake,Minnesota,5610 120th St No,55110,-92.98671499999999,45.127362,18,Public,Open: 4/01 Closed: 11/30,4,11,72,6351,119,70.80,72,6061,116,69.50,72,5166,114,69.70,(651) 429-2390,Wren Belland,1995,Open,"VISA, MasterCard, Discover Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
8142,Manitou Ridge Golf Club,White Bear Lake,Minnesota,3200 N McKnight Rd,55110,-92.99991,45.039723,18,Public,Open: 4/01 Closed: 11/01,4,10,71,6415,116,70.40,71,6051,113,68.70,71,5513,120,71.50,(651) 777-2987,,1920,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Yes
8144,Eagle Creek Golf Club,Willmar,Minnesota,1000 26th Ave NE,56201,-95.03336759999999,45.1517588,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,72,6342,129,70.80,72,6085,127,69.70,73,5271,127,70.90,(320) 235-1166,,1931,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
8145,Windom Country Club,Windom,Minnesota,County Rd 13,56101,-95.1379705,43.8779693,9,Semi-Private,Open: 4/01 Closed: 11/01,4,10,36,3057,119,34.10,36,2878,116,33.40,36,2572,116,34.30,(507) 831-3489,,1947,Open,None,No,Yes,Yes,No,$,$,Yes,Yes
8146,Riverside Town & Country Club,Winnebago,Minnesota,36259 150th St,56098,-94.1432955,43.7085915,9,Semi-Private,Open: 4/01 Closed: 11/01,4,10,36,3154,124,35.00,36,3013,122,34.90,36,2623,125,36.70,(507) 526-2764,,1921,Open,None,Yes,Yes,No,No,$,$,No,Yes
8148,Westfield Golf Club,Winona,Minnesota,1460 W 5th St,55987,-91.6762969,44.0545769,9,Public,Open: 4/01 Closed: 11/01,4,10,36,3331,136,35.70,36,3111,132,34.70,36,2833,127,36.10,(507) 452-6901,,1921,Open,None,Yes,Yes,Yes,No,$,$,Yes,Yes
8149,Winona Country Club,Winona,Minnesota,Pleasant Valley Rd,55987,-91.6027276,43.9996513,18,Private,Open: 4/01 Closed: 11/01,4,10,71,6758,136,73.20,71,6487,134,71.90,74,6098,137,75.80,(507) 452-3535,Ben Knight,1920,Closed,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,No,Yes
8150,Regulation Eighteen at Cedar Valley Golf Course,Winona,Minnesota,County Rd 9,55987,-91.5492124,43.9675428,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,72,6325,119,69.50,72,6000,116,68.00,72,5600,122,71.70,(507) 457-3241,,1991,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
8152,Eagle Valley Golf Course,Woodbury,Minnesota,2600 Double Eagle Ln,55129,-92.89864020000002,44.9113441,18,Public,Open: 4/01 Closed: 11/01,4,10,72,6892,127,73.00,72,6554,124,71.40,72,5207,116,69.50,(651) 714-3750,Joel Goldstrand & David Kirscht,1998,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Yes
8153,Prestwick Golf Club at Wedgewood,Woodbury,Minnesota,9555 Wedgewood Dr,55125,-92.9125242,44.8975732,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,72,6723,127,72.50,72,6334,123,70.70,72,5267,121,71.00,(651) 731-4779,THK Associates,1986,Open,"VISA, MasterCard, Amex, Discover Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Yes
8155,Prairie View Golf Links,Worthington,Minnesota,Hwy 266 No,56187,-95.7136513,43.7011592,18,Public,Open: 4/01 Closed: 11/01,4,10,71,6368,114,70.10,71,5989,111,68.30,71,5105,111,69.00,(507) 372-8670,Joel Goldstrand,1983,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
8156,Worthington Country Club,Worthington,Minnesota,1414 Liberty Dr,56187,-95.6228003,43.6255466,18,Semi-Private,Open: 4/01 Closed: 11/01,4,10,71,6276,125,70.00,71,5982,123,68.60,71,5243,122,70.80,(507) 376-4281,Leo Johnson,1919,Open,None,Yes,No,Yes,No,$,$,Yes,Yes
8157,"Greenwood Golf Links, Inc.",Wyoming,Minnesota,4520 E Viking Blvd,55092,-93.0146932,45.3405918,18,Public,Open: 4/15 Closed: 11/01,4,10,72,5518,105,67.20,72,5438,103,66.50,72,4791,112,67.30,(651) 462-4653,C. M. Johnson,1985,Open,None,No,Yes,No,Yes,$,$,Yes,Yes
8159,Zumbrota Golf Club,Zumbrota,Minnesota,Sugarloaf Pkwy,55992,-92.6779112,44.3079665,9,Public,Open: 4/01 Closed: 11/01,4,10,34,2806,121,33.60,34,2648,118,32.90,34,2455,116,34.40,(507) 732-5817,,1927,Open,None,Yes,Yes,No,No,$,$,Yes,Yes
8161,River Birch Golf Club,Amory,Mississippi,Hwy 278 W,38821,-88.08203569999999,34.184319,18,Semi-Private,year round,1,12,72,7246,134,74.40,72,6771,128,72.80,72,5556,126,72.40,(662) 256-5976,Leo Leathers,1993,Open,"VISA, MasterCard, Amex, Discover Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Included in fee
8163,Panola Country Club,Batesville,Mississippi,Country Club Rd,38606,-89.9381681,34.3064237,18,Private,year round,1,12,71,6510,123,71.20,71,6039,118,69.20,71,4918,118,69.00,(662) 563-9935,,1993,Reciprocal,None,No,No,No,Yes,$,$,No,Yes
8164,"Bridges at Casino Magic, The",Bay Saint Louis,Mississippi,711 Casino Magic Dr,39520,-89.35486399999999,30.334601,18,Resort,year round,1,12,72,6841,138,73.50,72,6272,132,70.30,72,5108,126,70.10,,Arnold Palmer,1996,Open,"VISA, MasterCard, Amex Welcomed",Yes,Yes,Yes,No,$$,$$,Yes,Included in fee
8166,Tupelo Country Club,Belden,Mississippi,4462 Winged Foot Rd,38826,-88.7816905,34.2868936,18,Private,year round,1,12,72,6818,127,72.40,72,6487,121,70.70,72,4993,117,68.10,(662) 840-4725,John Frazier,1970,Reciprocal,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
8168,Broadwater Beach Resort,Biloxi,Mississippi,200 Beauvoir Rd,39531,-88.9727587,30.3963196,18,Resort,year round,1,12,72,7140,134,74.10,72,6528,130,70.70,72,5398,120,70.40,,Earl Stone,1968,Open,"VISA, MasterCard, Amex, Discover Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Included in fee
8169,Dogwood Hills Golf Course,Biloxi,Mississippi,17476 Dogwood Hills Dr,39532,-89.0111359,30.551723,18,Public,year round,1,12,72,5927,113,69.00,72,5435,109,66.10,72,4585,115,68.70,(228) 392-9805,Brent Williams,1993,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Included in fee
8170,Edgewater Bay Golf Club,Biloxi,Mississippi,2674 Pass Rd,39531,-88.99376590000001,30.400551,18,Public,year round,1,12,71,6196,125,70.00,71,5957,121,68.80,71,5114,115,69.80,(228) 388-9670,Jack Daray & Harry Collis,1930,Open,"VISA, MasterCard Welcomed",No,Yes,Yes,Yes,$,$,Yes,Yes
8172,Sunkist Country Club,Biloxi,Mississippi,2381 Sunkist Country Club Rd,39532,-88.980612,30.4346377,18,Semi-Private,year round,1,12,72,6329,121,71.00,72,6081,117,69.00,72,5457,120,71.00,,Roland Robby Robertson,1954,Open,"VISA, MasterCard, Discover Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Included in fee
8176,Bay Pointe Resort & Golf Club,Brandon,Mississippi,800 Bay Pointe Dr,39047,-89.9604849,32.393298,18,Semi-Private,year round,1,12,72,6511,123,71.10,72,5788,116,68.40,72,4485,112,66.30,(601) 829-1862,Marvin Ferguson,1987,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
8177,Willow Creek Golf Club,Brandon,Mississippi,1300 Willow Creek Ln,39042,-89.95809829999999,32.2142031,18,Public,year round,1,12,72,6369,113,70.10,72,6002,111,69.80,72,5635,117,73.10,(601) 825-8343,,,Open,"VISA, MasterCard, Discover Welcomed",Yes,No,Yes,Yes,$,$,Yes,Yes
8178,The Bear at Castlewoods Golf Club,Brandon,Mississippi,403 Bradford,39047,-90.0050638,32.34648780000001,18,Private,year round,1,12,72,6792,132,72.80,72,6268,126,69.80,72,5421,109,64.40,(601) 992-1942,Jack Nicklaus,1994,Reciprocal,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
8180,Yoda Creek Golf Club,Bruce,Mississippi,70 County Creek Rd 259,38915,-89.36457449999999,34.0162772,9,Semi-Private,year round,1,12,36,3197,126,35.70,36,2954,122,34.60,36,2452,117,34.60,(662) 983-9632,Kevin Tucker,1994,Open,None,Yes,Yes,No,No,$,$,Yes,Yes
8182,Canton Country Club,Canton,Mississippi,183 Country Club Dr,39046,-89.990464,32.607766,18,Private,year round,1,12,72,6322,114,69.50,72,5896,110,68.50,72,4973,107,67.80,(601) 859-6359,Robbie Webb,1959,Reciprocal,None,Yes,Yes,Yes,No,$,$,No,Yes
8185,Clarksdale Country Club,Clarksdale,Mississippi,905 Friars Point Rd,38614,-90.57109349999999,34.2284987,18,Private,year round,1,12,71,6568,118,71.30,71,6207,116,70.00,73,5535,116,71.30,(662) 624-8962,,1921,Reciprocal,None,Yes,Yes,Yes,No,$,$,No,Yes
8189,Okatoma Golf Club,Collins,Mississippi,US Hwy 49 No,39428,-89.5639502,31.6404222,18,Semi-Private,year round,1,12,72,6244,114,68.90,72,6008,112,68.60,72,4645,111,66.50,(601) 765-1841,Rich Fulkerson,1994,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Included in fee
8192,Columbus Country Club,Columbus,Mississippi,2331 Hwy 12 E,39705,-90.3015721,33.1212634,18,Private,year round,1,12,72,6410,128,71.50,72,6064,125,69.90,72,4979,125,70.20,(662) 328-5584,John Frazier,1960,Reciprocal,"VISA, MasterCard, Amex Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Yes
8193,Green Oaks Golf Club,Columbus,Mississippi,326 Green Oak Dr,39705,-88.4240155,33.5804199,18,Semi-Private,year round,1,12,72,6504,130,70.80,72,6180,126,69.50,72,5305,121,70.90,,,1967,Open,"VISA, MasterCard Welcomed",Yes,No,No,No,$,$,Yes,Yes
8196,Hillandale Country Club,Corinth,Mississippi,Oakland School Rd,38834,-88.4739106,34.918233,18,Semi-Private,year round,1,12,71,6254,121,70.50,71,5809,104,68.10,71,4825,104,66.20,(662) 286-8020,,1930,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Yes
8199,Pines at Diamondhead Country Club,Diamondhead,Mississippi,7600 Country Club Cir,39525,-89.35922269999999,30.3885517,18,Semi-Private,year round,1,12,72,6817,134,73.50,72,6377,132,71.10,72,5313,118,70.00,,Earl Stone,1969,Open,"VISA, MasterCard, Amex, Discover Welcomed",Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee
8200,Cardinal at Diamondhead Country Club,Diamondhead,Mississippi,7600 Country Club Cir,39525,-89.35922269999999,30.3885517,18,Semi-Private,year round,1,12,72,6831,132,72.70,72,6163,131,71.00,72,5022,122,69.90,,Earl Stone,1979,Open,"VISA, MasterCard, Amex, Discover Welcomed",Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee
8202,Fernwood Country Club,Fernwood,Mississippi,Fernwood Country Club Rd,39635,-90.4565729,31.183705,18,Private,year round,1,12,72,6728,134,71.90,72,6524,132,71.10,72,4998,113,68.30,(601) 249-2833,Sid Germany,1923,Reciprocal,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
8203,"Refuge, The",Flowood,Mississippi,2100 Refuge Blvd,39208,-90.0955231,32.3158975,18,Public,year round,1,12,72,6635,129,72.00,72,6021,124,70.00,72,4665,112,66.80,(601) 664-1414,,1998,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Yes
8206,Mississippi National Golf Club,Gautier,Mississippi,900 Hickory Hill Dr,39553,-88.62808500000001,30.458033,18,Semi-Private,year round,1,12,72,7003,128,73.10,72,6517,123,71.30,72,5229,113,69.60,,Earl Stone,1965,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee
8211,Greenwood Country Club,Greenwood,Mississippi,Hwy 82 E,38930,-89.7949415,33.4717707,18,Private,year round,1,12,72,6296,116,69.80,72,6103,113,69.10,74,5422,115,69.90,(662) 453-3414,,1920,Reciprocal,None,Yes,Yes,Yes,Yes,$,$,No,Yes
8212,Grenada Country Club,Grenada,Mississippi,Country Club Rd,38901,-89.79578430000001,33.7564031,18,Private,year round,1,12,71,6375,116,70.10,71,6033,110,68.20,73,4922,114,67.20,(662) 226-6411,,1923,Reciprocal,"VISA, MasterCard, Discover Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Yes
8214,Great Southern,Gulfport,Mississippi,2000 Beach Dr,39507,-89.00954469999999,30.386601,18,Semi-Private,year round,1,12,71,6214,124,70.40,71,6007,122,68.50,73,5403,122,71.80,,Donald Ross,1908,Open,"VISA, MasterCard, Amex, Discover Welcomed",No,Yes,Yes,Yes,$,$,Yes,Included in fee
8215,Pine Bayou Golf Course,Gulfport,Mississippi,Building 36 NCBC,39501,-89.12691009999999,30.3709812,18,Military,year round,1,12,72,6561,123,71.00,72,6219,115,69.50,72,5286,106,66.70,(228) 871-2494,,1975,Reciprocal,"VISA, MasterCard Welcomed",Yes,Yes,Yes,Yes,$,$,No,Yes
8217,Windance Country Club,Gulfport,Mississippi,19385 Champion Cir,39503,-89.16356789999999,30.4604129,18,Semi-Private,year round,1,12,72,6660,129,73.10,72,6112,124,70.70,72,5208,120,70.10,,Mark McCumber,1986,Open,"VISA, MasterCard, Amex Welcomed",Yes,Yes,Yes,No,$$,$$,Yes,Included in fee
8219,Canebrake Golf Club,Hattiesburg,Mississippi,One Cane Dr,39402,-89.466537,31.32947029999999,18,Semi-Private,year round,1,12,71,7003,130,73.30,71,6553,125,71.10,71,5129,117,69.50,(601) 271-2010,Jerry Pate,1998,Open,"VISA, MasterCard, Amex Welcomed",Yes,Yes,Yes,No,$,$$,Yes,Included in fee
8220,Creekside/Valley at Timberton Golf Club,Hattiesburg,Mississippi,22 Clubhouse Rd,39401,-89.3279618,31.2671159,18,Semi-Private,year round,1,12,72,7003,135,73.40,72,6436,132,70.50,72,5439,129,69.70,(601) 584-4653,Mark McCumber,1991,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Included in fee
8221,Lakeview/Creekside at Timberton Golf Club,Hattiesburg,Mississippi,22 Clubhouse Rd,39401,-89.3279618,31.2671159,18,Semi-Private,year round,1,12,72,6740,133,73.10,72,6245,130,70.90,72,5430,126,68.60,(601) 584-4653,James Ray Carpenter & Ron Hickman,1998,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Included in fee
8222,USM's Van Hook Golf Course,Hattiesburg,Mississippi,One Golf Course Rd,39402,-89.3278656,31.2672023,18,Public,year round,1,12,72,6429,117,72.20,72,6079,114,68.30,73,4903,110,67.40,(601) 264-1872,Sonny Guy,1966,Open,"VISA, MasterCard, Amex Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Included in fee
8223,Valley/Lakeview at Timberton Golf Club,Hattiesburg,Mississippi,22 Clubhouse Rd,39401,-89.3279618,31.2671159,18,Semi-Private,year round,1,12,72,6753,131,72.70,72,6351,131,71.30,72,5487,127,69.50,(601) 584-4653,James Ray Carpenter & Ron Hickman,1998,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$,Yes,Included in fee
8224,Hernando Hills Country Club,Hernando,Mississippi,1000 Bradley Dr,38632,-89.97616099999999,34.851923,18,Private,year round,1,12,72,6084,130,69.60,72,5627,126,67.60,72,4655,117,67.70,(662) 429-0317,,1989,Reciprocal,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,,&nbsp;,No,Included in fee
8225,Kirkwood National Golf Club,Holly Springs,Mississippi,785 Hwy 4 W,38635,-89.48568209999999,34.7142724,18,Semi-Private,year round,1,12,72,7129,135,73.60,72,6639,131,72.50,72,4898,116,68.20,,Greg Connor,1994,Open,"VISA, MasterCard Welcomed",Yes,No,Yes,No,$,$$,Yes,Included in fee
8233,Brookwood Country Club,Jackson,Mississippi,5001 Forest Hill Rd,39212,-90.265199,32.214554,18,Semi-Private,year round,1,12,72,6660,118,70.90,72,6335,116,69.90,74,5197,114,70.00,(601) 373-1601,,1953,Open,"VISA, MasterCard Welcomed",Yes,No,Yes,No,$,$,Yes,Yes
8234,Colonial Country Club,Jackson,Mississippi,5635 Old Canton Rd,39211,-90.126245,32.381025,18,Private,year round,1,12,72,6900,133,74.30,72,6235,129,71.00,72,5196,118,70.40,(601) 956-4655,,1947,Reciprocal,None,Yes,No,Yes,Yes,$,$,No,Yes
8237,Live Oaks Golf Club,Jackson,Mississippi,11200 Hwy 49 No,39209,-90.29065829999999,32.426296,18,Semi-Private,year round,1,12,72,6595,124,71.10,72,6372,122,70.10,75,5856,124,74.30,(601) 982-1231,,1969,Open,None,Yes,No,Yes,Yes,$,$,No,Yes
8238,Sonny Guy Golf Course,Jackson,Mississippi,3200 W Woodrow Wilson Ave,39209,-90.22093149999999,32.3241716,18,Public,year round,1,12,72,6835,114,71.70,72,6492,112,70.20,72,5219,108,69.00,(601) 960-1905,,1949,Open,"VISA, MasterCard Welcomed",No,Yes,Yes,No,$,$,Yes,Yes
8240,Bear Creek Golf Club,Laurel,Mississippi,Hwy 84 W Bear Ten Creek Rd,39440,-89.1894872,31.69459,18,Semi-Private,year round,1,12,72,6482,118,70.30,72,6059,114,68.50,72,4771,110,69.90,(601) 425-5670,,1984,Open,None,Yes,Yes,No,Yes,$,$,Yes,Yes
8241,Dixie Golf Club,Laurel,Mississippi,750 Hillcrest Dr,39440,-89.16492769999999,31.68065649999999,18,Private,year round,1,12,72,6656,116,72.20,72,6459,114,70.90,72,5264,112,68.50,(601) 649-3384,Flaut Clark,1960,Reciprocal,None,Yes,No,Yes,Yes,$,$,No,Yes
8242,Laurel Country Club,Laurel,Mississippi,Hwy 84 W,39441,-89.26076929999999,31.6754985,18,Private,year round,1,12,72,6699,130,73.00,72,6313,127,71.00,73,5236,122,70.30,(601) 649-7132,Seymour Dunn,1917,Reciprocal,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$$,Yes,Included in fee
8247,Whisper Lake Country Club,Madison,Mississippi,414 Annandale Pkwy,39110,-90.188417,32.4938297,18,Private,year round,1,12,64,4645,107,63.00,64,4195,98,60.50,64,3686,106,61.50,(601) 853-0202,Ron Garl,1994,Reciprocal,"VISA, MasterCard, Amex Welcomed",Yes,No,Yes,Yes,$,$,Yes,Yes
8248,Caroline Golf Club,Madison,Mississippi,118 Caroline Club Circle,39110,-90.1466416,32.5429968,18,Semi-Private,year round,1,12,72,6865,125,73.30,72,6368,118,70.10,72,5127,119,69.70,(601) 853-4554,Max Maxwell & Nathan Crace,1997,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,Yes,$,$,Yes,Yes
8249,Annandale Golf Club,Madison,Mississippi,100 Annandale Club Dr,39110,-90.19457899999999,32.4996404,18,Private,year round,1,12,72,7157,135,75.40,72,6637,136,72.60,72,5888,121,68.50,(601) 856-0886,Jack Nicklaus,1981,Reciprocal,None,Yes,No,Yes,No,$$,$$,No,Yes
8250,Deerfield Course,Madison,Mississippi,264 Deerfield Club Dr,39130,-90.0287768,32.5225165,18,Private,year round,1,12,72,6898,133,74.30,72,6235,129,71.00,72,5196,118,70.40,(601) 856-6966,Joe Finger & Byron Nelson,1980,Reciprocal,None,Yes,Yes,Yes,Yes,$,$,No,Yes
8254,Championship at Quail Hollow Golf Course (The Magnolia Trace),McComb,Mississippi,Camp Beaver Dr,39648,-90.5218581,31.1789433,18,Public,year round,1,12,72,6740,118,71.90,72,6406,118,70.30,72,4944,116,68.70,(601) 684-2903,Arthur Hills,1996,Open,"VISA, MasterCard, Amex Welcomed",Yes,Yes,Yes,No,$,$,Yes,Included in fee
8257,Briarwood Country Club,Meridian,Mississippi,Briarwood Rd,39305,-88.65606509999999,32.4719778,18,Private,year round,1,12,72,6742,124,72.10,72,6493,114,70.90,74,5215,110,69.10,(601) 681-6185,Earl Stone,1967,Reciprocal,"VISA, MasterCard Welcomed",Yes,No,Yes,No,$,$,No,Yes
8259,Ponta Creek Golf Course NAS,Meridian,Mississippi,John C Stennis Dr Bldg 388,39309,-88.634754,32.5352226,18,Military,year round,1,12,72,6595,127,72.30,72,6216,120,69.90,74,4828,107,67.40,(601) 679-2129,,1964,Closed,"VISA, MasterCard Welcomed",Yes,Yes,No,Yes,$,$,Yes,Yes
8263,Beau Pre Country Club,Natchez,Mississippi,40 Club Dr,39120,-91.3592316,31.4559042,18,Semi-Private,year round,1,12,72,6935,130,73.30,72,6442,122,70.90,72,5124,116,69.10,(601) 442-5493,Mike Young,1999,Open,"VISA, MasterCard Welcomed",Yes,Yes,Yes,No,$,$$,Yes,Yes
